event_id,machine_id,line_id,start_time,end_time,duration_min,cause_code,severity,shift_id,operator_name
1340,M21,L2,2024-01-16T06:00:00,2024-01-16T06:51:00,51,SENSOR_FAULT,HIGH,MORNING,Jordan
1341,M21,L2,2024-10-15T23:52:00,2024-10-16T00:08:00,16,MECH_FAILURE,LOW,NIGHT,Jordan
1342,M21,L2,2024-05-21T17:08:00,2024-05-21T17:34:00,26,SENSOR_FAULT,MEDIUM,EVENING,Riley
1343,M21,L2,2024-10-24T23:08:00,2024-10-24T23:38:00,30,MATERIAL_JAM,LOW,NIGHT,Jordan
1344,M21,L2,2024-05-15T23:43:00,2024-05-16T00:06:00,23,MECH_FAILURE,LOW,NIGHT,Taylor
1345,M21,L2,2024-12-08T17:58:00,2024-12-08T18:16:00,18,SENSOR_FAULT,MEDIUM,EVENING,Morgan
1346,M21,L2,2024-06-18T22:26:00,2024-06-18T22:45:00,19,MATERIAL_JAM,LOW,NIGHT,Riley
1347,M21,L2,2024-07-02T00:23:00,2024-07-02T01:36:00,73,MECH_FAILURE,LOW,NIGHT,Morgan
1348,M21,L2,2024-04-15T14:12:00,2024-04-15T15:17:00,65,SENSOR_FAULT,MEDIUM,EVENING,Alex
1349,M21,L2,2024-10-27T16:51:00,2024-10-27T17:28:00,37,CHANGEOVER_ISSUE,LOW,EVENING,Taylor
1350,M21,L2,2024-02-29T23:29:00,2024-02-29T23:34:00,5,SENSOR_FAULT,LOW,NIGHT,Alex
1351,M21,L2,2024-05-06T07:21:00,2024-05-06T07:35:00,14,SENSOR_FAULT,LOW,MORNING,Sam
1352,M21,L2,2024-04-22T09:28:00,2024-04-22T10:29:00,61,MECH_FAILURE,MEDIUM,MORNING,Taylor
1353,M21,L2,2024-12-02T00:33:00,2024-12-02T01:06:00,33,MATERIAL_JAM,MEDIUM,NIGHT,Riley
1354,M21,L2,2024-03-02T17:53:00,2024-03-02T18:18:00,25,MATERIAL_JAM,HIGH,EVENING,Riley
1355,M21,L2,2024-11-06T08:24:00,2024-11-06T10:04:00,100,SENSOR_FAULT,LOW,MORNING,Alex
1356,M21,L2,2024-07-05T23:43:00,2024-07-06T00:06:00,23,SENSOR_FAULT,LOW,NIGHT,Riley
1357,M21,L2,2024-12-22T14:02:00,2024-12-22T14:48:00,46,MECH_FAILURE,MEDIUM,EVENING,Sam
1358,M21,L2,2024-04-21T16:02:00,2024-04-21T17:18:00,76,MATERIAL_JAM,HIGH,EVENING,Morgan
1359,M21,L2,2024-09-26T22:31:00,2024-09-26T23:05:00,34,SENSOR_FAULT,MEDIUM,NIGHT,Morgan
1360,M21,L2,2024-11-24T07:38:00,2024-11-24T08:49:00,71,SENSOR_FAULT,MEDIUM,MORNING,Sam
1361,M21,L2,2024-08-06T00:36:00,2024-08-06T01:22:00,46,CHANGEOVER_ISSUE,LOW,NIGHT,Morgan
1362,M21,L2,2024-01-27T07:01:00,2024-01-27T07:06:00,5,CHANGEOVER_ISSUE,HIGH,MORNING,Jordan
1363,M21,L2,2024-02-27T14:39:00,2024-02-27T15:49:00,70,SENSOR_FAULT,HIGH,EVENING,Sam
1364,M21,L2,2024-09-07T23:00:00,2024-09-08T00:01:00,61,MECH_FAILURE,HIGH,NIGHT,Riley
1365,M21,L2,2024-09-20T00:32:00,2024-09-20T00:55:00,23,MATERIAL_JAM,MEDIUM,NIGHT,Jordan
1366,M21,L2,2024-06-01T08:23:00,2024-06-01T08:54:00,31,MECH_FAILURE,HIGH,MORNING,Alex
1367,M21,L2,2024-08-14T22:24:00,2024-08-14T23:14:00,50,MATERIAL_JAM,MEDIUM,NIGHT,Alex
1368,M21,L2,2024-03-28T14:27:00,2024-03-28T14:54:00,27,SENSOR_FAULT,LOW,EVENING,Morgan
1369,M21,L2,2024-01-03T15:25:00,2024-01-03T16:11:00,46,CHANGEOVER_ISSUE,MEDIUM,EVENING,Sam
1370,M21,L2,2024-06-26T16:44:00,2024-06-26T17:03:00,19,MECH_FAILURE,HIGH,EVENING,Alex
1371,M21,L2,2024-07-04T08:36:00,2024-07-04T09:03:00,27,SENSOR_FAULT,LOW,MORNING,Taylor
1372,M21,L2,2024-02-24T15:48:00,2024-02-24T16:39:00,51,SENSOR_FAULT,LOW,EVENING,Alex
1373,M21,L2,2024-12-25T17:29:00,2024-12-25T18:25:00,56,SENSOR_FAULT,MEDIUM,EVENING,Taylor
1374,M22,L2,2024-05-17T09:56:00,2024-05-17T10:56:00,60,MATERIAL_JAM,LOW,MORNING,Alex
1375,M22,L2,2024-04-14T07:55:00,2024-04-14T08:39:00,44,MATERIAL_JAM,HIGH,MORNING,Morgan
1376,M22,L2,2024-11-18T08:38:00,2024-11-18T08:59:00,21,MATERIAL_JAM,MEDIUM,MORNING,Sam
1377,M22,L2,2024-04-22T00:14:00,2024-04-22T00:40:00,26,MECH_FAILURE,MEDIUM,NIGHT,Taylor
1378,M22,L2,2024-09-19T06:04:00,2024-09-19T06:18:00,14,SENSOR_FAULT,HIGH,MORNING,Riley
1379,M22,L2,2024-01-25T16:48:00,2024-01-25T17:35:00,47,MATERIAL_JAM,LOW,EVENING,Alex
1380,M22,L2,2024-12-09T00:36:00,2024-12-09T00:52:00,16,MECH_FAILURE,LOW,NIGHT,Riley
1381,M22,L2,2024-12-01T14:53:00,2024-12-01T15:06:00,13,MATERIAL_JAM,MEDIUM,EVENING,Taylor
1382,M22,L2,2024-05-08T08:24:00,2024-05-08T08:30:00,6,SENSOR_FAULT,LOW,MORNING,Morgan
1383,M22,L2,2024-07-27T22:36:00,2024-07-27T22:55:00,19,SENSOR_FAULT,HIGH,NIGHT,Jordan
1384,M22,L2,2024-04-07T07:59:00,2024-04-07T08:19:00,20,MATERIAL_JAM,LOW,MORNING,Riley
1385,M22,L2,2024-03-08T06:01:00,2024-03-08T06:53:00,52,MATERIAL_JAM,MEDIUM,MORNING,Sam
1386,M22,L2,2024-05-11T14:41:00,2024-05-11T15:21:00,40,SENSOR_FAULT,MEDIUM,EVENING,Taylor
1387,M22,L2,2024-03-07T09:27:00,2024-03-07T09:32:00,5,MECH_FAILURE,HIGH,MORNING,Sam
1388,M22,L2,2024-08-17T09:16:00,2024-08-17T10:21:00,65,MATERIAL_JAM,LOW,MORNING,Jordan
1389,M22,L2,2024-02-19T16:29:00,2024-02-19T16:34:00,5,MECH_FAILURE,HIGH,EVENING,Sam
1390,M22,L2,2024-09-03T09:34:00,2024-09-03T10:05:00,31,CHANGEOVER_ISSUE,LOW,MORNING,Riley
1391,M22,L2,2024-08-21T14:02:00,2024-08-21T14:42:00,40,MECH_FAILURE,LOW,EVENING,Taylor
1392,M22,L2,2024-07-08T08:44:00,2024-07-08T09:20:00,36,MATERIAL_JAM,MEDIUM,MORNING,Riley
1393,M22,L2,2024-05-30T17:50:00,2024-05-30T18:09:00,19,SENSOR_FAULT,MEDIUM,EVENING,Taylor
1394,M22,L2,2024-04-15T07:00:00,2024-04-15T07:26:00,26,MATERIAL_JAM,LOW,MORNING,Jordan
1395,M22,L2,2024-06-20T16:00:00,2024-06-20T16:46:00,46,MECH_FAILURE,HIGH,EVENING,Morgan
1396,M22,L2,2024-01-27T16:40:00,2024-01-27T17:20:00,40,MECH_FAILURE,MEDIUM,EVENING,Sam
1397,M22,L2,2024-01-15T17:22:00,2024-01-15T17:57:00,35,SENSOR_FAULT,LOW,EVENING,Riley
1398,M22,L2,2024-09-22T16:25:00,2024-09-22T17:52:00,87,MATERIAL_JAM,LOW,EVENING,Sam
1399,M22,L2,2024-07-20T08:56:00,2024-07-20T09:38:00,42,SENSOR_FAULT,LOW,MORNING,Jordan
1400,M22,L2,2024-09-15T14:40:00,2024-09-15T15:22:00,42,MECH_FAILURE,MEDIUM,EVENING,Taylor
1401,M22,L2,2024-07-30T16:03:00,2024-07-30T16:53:00,50,SENSOR_FAULT,MEDIUM,EVENING,Taylor
1402,M22,L2,2024-03-06T07:04:00,2024-03-06T07:33:00,29,MECH_FAILURE,HIGH,MORNING,Sam
1403,M22,L2,2024-08-07T06:19:00,2024-08-07T06:24:00,5,CHANGEOVER_ISSUE,HIGH,MORNING,Sam
1404,M22,L2,2024-09-11T16:36:00,2024-09-11T17:31:00,55,MECH_FAILURE,LOW,EVENING,Morgan
1405,M22,L2,2024-03-22T09:12:00,2024-03-22T09:42:00,30,MATERIAL_JAM,MEDIUM,MORNING,Riley
1406,M22,L2,2024-11-20T00:43:00,2024-11-20T00:54:00,11,MECH_FAILURE,MEDIUM,NIGHT,Jordan
1407,M22,L2,2024-01-22T00:28:00,2024-01-22T01:18:00,50,MATERIAL_JAM,LOW,NIGHT,Alex
1408,M22,L2,2024-01-30T06:01:00,2024-01-30T06:37:00,36,CHANGEOVER_ISSUE,LOW,MORNING,Alex
1409,M22,L2,2024-01-20T08:05:00,2024-01-20T08:30:00,25,MATERIAL_JAM,LOW,MORNING,Riley
1410,M22,L2,2024-10-15T15:47:00,2024-10-15T16:09:00,22,CHANGEOVER_ISSUE,LOW,EVENING,Alex
1411,M22,L2,2024-08-28T00:10:00,2024-08-28T01:10:00,60,MECH_FAILURE,LOW,NIGHT,Taylor
1412,M22,L2,2024-04-17T08:26:00,2024-04-17T08:41:00,15,MATERIAL_JAM,HIGH,MORNING,Sam
1413,M22,L2,2024-04-06T09:34:00,2024-04-06T10:16:00,42,MATERIAL_JAM,HIGH,MORNING,Sam
1414,M22,L2,2024-06-10T23:10:00,2024-06-10T23:46:00,36,MATERIAL_JAM,LOW,NIGHT,Taylor
1415,M22,L2,2024-06-02T07:00:00,2024-06-02T07:37:00,37,MATERIAL_JAM,MEDIUM,MORNING,Morgan
1416,M22,L2,2024-05-26T15:11:00,2024-05-26T15:41:00,30,MATERIAL_JAM,HIGH,EVENING,Morgan
1417,M22,L2,2024-12-22T22:58:00,2024-12-22T23:54:00,56,MECH_FAILURE,HIGH,NIGHT,Sam
1418,M22,L2,2024-08-29T09:47:00,2024-08-29T10:26:00,39,CHANGEOVER_ISSUE,HIGH,MORNING,Alex
1419,M22,L2,2024-05-13T15:17:00,2024-05-13T15:22:00,5,MECH_FAILURE,LOW,EVENING,Alex
1420,M22,L2,2024-06-03T06:47:00,2024-06-03T07:42:00,55,SENSOR_FAULT,MEDIUM,MORNING,Alex
1421,M22,L2,2024-11-16T00:07:00,2024-11-16T00:38:00,31,SENSOR_FAULT,LOW,NIGHT,Taylor
1422,M22,L2,2024-07-24T14:01:00,2024-07-24T14:29:00,28,MECH_FAILURE,LOW,EVENING,Morgan
1423,M22,L2,2024-07-19T16:39:00,2024-07-19T16:53:00,14,MECH_FAILURE,LOW,EVENING,Alex
1424,M22,L2,2024-07-13T14:47:00,2024-07-13T15:15:00,28,SENSOR_FAULT,LOW,EVENING,Morgan
1425,M22,L2,2024-04-30T16:19:00,2024-04-30T17:11:00,52,MECH_FAILURE,LOW,EVENING,Jordan
1426,M22,L2,2024-10-29T07:08:00,2024-10-29T07:13:00,5,SENSOR_FAULT,LOW,MORNING,Alex
1427,M22,L2,2024-02-15T14:42:00,2024-02-15T15:05:00,23,MATERIAL_JAM,LOW,EVENING,Taylor
1428,M22,L2,2024-07-29T23:22:00,2024-07-30T00:29:00,67,MATERIAL_JAM,HIGH,NIGHT,Morgan
1429,M22,L2,2024-01-24T17:13:00,2024-01-24T18:18:00,65,MATERIAL_JAM,MEDIUM,EVENING,Riley
1430,M22,L2,2024-08-30T16:24:00,2024-08-30T16:57:00,33,MECH_FAILURE,HIGH,EVENING,Riley
1431,M22,L2,2024-11-26T17:35:00,2024-11-26T17:56:00,21,CHANGEOVER_ISSUE,LOW,EVENING,Morgan
1432,M22,L2,2024-01-17T17:39:00,2024-01-17T17:44:00,5,SENSOR_FAULT,HIGH,EVENING,Jordan
1433,M22,L2,2024-07-26T17:52:00,2024-07-26T17:57:00,5,MECH_FAILURE,LOW,EVENING,Morgan
1434,M23,L2,2024-11-04T23:30:00,2024-11-04T23:54:00,24,MATERIAL_JAM,MEDIUM,NIGHT,Jordan
1435,M23,L2,2024-08-03T07:55:00,2024-08-03T08:46:00,51,MECH_FAILURE,MEDIUM,MORNING,Riley
1436,M23,L2,2024-12-24T16:25:00,2024-12-24T16:40:00,15,MATERIAL_JAM,LOW,EVENING,Riley
1437,M23,L2,2024-12-20T00:00:00,2024-12-20T00:32:00,32,MATERIAL_JAM,LOW,NIGHT,Riley
1438,M23,L2,2024-04-23T01:50:00,2024-04-23T02:40:00,50,MECH_FAILURE,HIGH,NIGHT,Alex
1439,M23,L2,2024-10-17T22:15:00,2024-10-17T22:51:00,36,CHANGEOVER_ISSUE,LOW,NIGHT,Alex
1440,M23,L2,2024-01-22T01:26:00,2024-01-22T01:49:00,23,SENSOR_FAULT,MEDIUM,NIGHT,Morgan
1441,M23,L2,2024-08-18T01:05:00,2024-08-18T01:15:00,10,MECH_FAILURE,LOW,NIGHT,Riley
1442,M23,L2,2024-09-05T09:04:00,2024-09-05T09:09:00,5,MECH_FAILURE,MEDIUM,MORNING,Alex
1443,M23,L2,2024-06-22T22:30:00,2024-06-22T22:35:00,5,MECH_FAILURE,LOW,NIGHT,Sam
1444,M23,L2,2024-08-02T00:45:00,2024-08-02T01:11:00,26,SENSOR_FAULT,HIGH,NIGHT,Riley
1445,M23,L2,2024-04-13T22:31:00,2024-04-13T22:56:00,25,MATERIAL_JAM,MEDIUM,NIGHT,Riley
1446,M23,L2,2024-07-05T09:25:00,2024-07-05T10:37:00,72,MECH_FAILURE,LOW,MORNING,Sam
1447,M23,L2,2024-02-12T15:06:00,2024-02-12T16:04:00,58,SENSOR_FAULT,MEDIUM,EVENING,Alex
1448,M23,L2,2024-10-02T07:02:00,2024-10-02T08:00:00,58,MECH_FAILURE,LOW,MORNING,Morgan
1449,M23,L2,2024-01-26T00:50:00,2024-01-26T01:30:00,40,MECH_FAILURE,HIGH,NIGHT,Jordan
1450,M23,L2,2024-10-31T09:45:00,2024-10-31T09:50:00,5,MECH_FAILURE,MEDIUM,MORNING,Sam
1451,M23,L2,2024-07-17T07:44:00,2024-07-17T07:51:00,7,SENSOR_FAULT,MEDIUM,MORNING,Morgan
1452,M23,L2,2024-03-09T09:00:00,2024-03-09T09:28:00,28,SENSOR_FAULT,MEDIUM,MORNING,Morgan
1453,M23,L2,2024-11-28T17:57:00,2024-11-28T18:19:00,22,MATERIAL_JAM,MEDIUM,EVENING,Morgan
1454,M23,L2,2024-04-16T08:58:00,2024-04-16T09:03:00,5,MATERIAL_JAM,LOW,MORNING,Jordan
1455,M23,L2,2024-04-09T16:54:00,2024-04-09T17:56:00,62,CHANGEOVER_ISSUE,HIGH,EVENING,Morgan
1456,M23,L2,2024-10-22T23:28:00,2024-10-23T00:01:00,33,SENSOR_FAULT,HIGH,NIGHT,Morgan
1457,M23,L2,2024-07-02T16:34:00,2024-07-02T16:43:00,9,MECH_FAILURE,LOW,EVENING,Taylor
1458,M23,L2,2024-10-06T08:18:00,2024-10-06T08:51:00,33,CHANGEOVER_ISSUE,LOW,MORNING,Sam
1459,M23,L2,2024-05-02T17:45:00,2024-05-02T18:05:00,20,MECH_FAILURE,LOW,EVENING,Morgan
1460,M23,L2,2024-06-04T01:55:00,2024-06-04T02:40:00,45,MATERIAL_JAM,MEDIUM,NIGHT,Morgan
1461,M23,L2,2024-06-17T16:09:00,2024-06-17T16:59:00,50,MECH_FAILURE,HIGH,EVENING,Sam
1462,M23,L2,2024-04-11T17:38:00,2024-04-11T17:43:00,5,MECH_FAILURE,LOW,EVENING,Riley
1463,M23,L2,2024-10-26T23:56:00,2024-10-27T00:01:00,5,MECH_FAILURE,LOW,NIGHT,Alex
1464,M23,L2,2024-06-11T23:42:00,2024-06-11T23:47:00,5,MATERIAL_JAM,LOW,NIGHT,Jordan
1465,M23,L2,2024-04-27T16:03:00,2024-04-27T16:32:00,29,MECH_FAILURE,MEDIUM,EVENING,Taylor
1466,M23,L2,2024-03-05T00:47:00,2024-03-05T01:17:00,30,MECH_FAILURE,HIGH,NIGHT,Riley
1467,M23,L2,2024-02-03T09:17:00,2024-02-03T09:38:00,21,MATERIAL_JAM,MEDIUM,MORNING,Jordan
1468,M23,L2,2024-10-18T17:33:00,2024-10-18T18:08:00,35,MECH_FAILURE,MEDIUM,EVENING,Alex
1469,M23,L2,2024-04-03T07:24:00,2024-04-03T07:51:00,27,MATERIAL_JAM,HIGH,MORNING,Morgan
1470,M23,L2,2024-11-09T01:01:00,2024-11-09T02:02:00,61,SENSOR_FAULT,LOW,NIGHT,Riley
1471,M23,L2,2024-11-06T06:29:00,2024-11-06T07:27:00,58,MATERIAL_JAM,LOW,MORNING,Riley
1472,M23,L2,2024-12-19T00:18:00,2024-12-19T01:03:00,45,MATERIAL_JAM,LOW,NIGHT,Riley
1473,M23,L2,2024-03-27T00:12:00,2024-03-27T00:27:00,15,SENSOR_FAULT,LOW,NIGHT,Morgan
1474,M23,L2,2024-11-15T06:52:00,2024-11-15T07:57:00,65,SENSOR_FAULT,MEDIUM,MORNING,Jordan
1475,M23,L2,2024-03-26T00:07:00,2024-03-26T00:25:00,18,SENSOR_FAULT,LOW,NIGHT,Taylor
1476,M23,L2,2024-03-08T16:51:00,2024-03-08T17:47:00,56,MATERIAL_JAM,LOW,EVENING,Morgan
1477,M23,L2,2024-05-25T22:43:00,2024-05-25T22:59:00,16,CHANGEOVER_ISSUE,MEDIUM,NIGHT,Morgan
1478,M23,L2,2024-01-21T00:26:00,2024-01-21T00:31:00,5,MECH_FAILURE,LOW,NIGHT,Sam
1479,M23,L2,2024-01-19T07:03:00,2024-01-19T07:13:00,10,MECH_FAILURE,MEDIUM,MORNING,Riley
1480,M23,L2,2024-09-16T16:12:00,2024-09-16T16:55:00,43,MECH_FAILURE,MEDIUM,EVENING,Alex
1481,M23,L2,2024-08-16T23:14:00,2024-08-17T00:05:00,51,MATERIAL_JAM,HIGH,NIGHT,Morgan
1482,M23,L2,2024-05-14T06:25:00,2024-05-14T07:17:00,52,SENSOR_FAULT,LOW,MORNING,Morgan
1483,M23,L2,2024-10-14T07:33:00,2024-10-14T08:01:00,28,SENSOR_FAULT,LOW,MORNING,Morgan
1484,M24,L2,2024-09-22T15:30:00,2024-09-22T16:31:00,61,SENSOR_FAULT,LOW,EVENING,Alex
1485,M24,L2,2024-09-27T07:00:00,2024-09-27T07:52:00,52,MATERIAL_JAM,LOW,MORNING,Morgan
1486,M24,L2,2024-04-03T14:58:00,2024-04-03T15:39:00,41,CHANGEOVER_ISSUE,LOW,EVENING,Sam
1487,M24,L2,2024-07-27T16:39:00,2024-07-27T16:44:00,5,SENSOR_FAULT,LOW,EVENING,Sam
1488,M24,L2,2024-10-17T08:51:00,2024-10-17T09:34:00,43,SENSOR_FAULT,HIGH,MORNING,Jordan
1489,M24,L2,2024-07-31T15:52:00,2024-07-31T16:46:00,54,MATERIAL_JAM,LOW,EVENING,Sam
1490,M24,L2,2024-03-20T17:14:00,2024-03-20T17:51:00,37,MATERIAL_JAM,MEDIUM,EVENING,Alex
1491,M24,L2,2024-03-14T07:44:00,2024-03-14T08:14:00,30,MATERIAL_JAM,LOW,MORNING,Riley
1492,M24,L2,2024-08-08T17:32:00,2024-08-08T17:37:00,5,CHANGEOVER_ISSUE,HIGH,EVENING,Jordan
1493,M24,L2,2024-09-10T16:11:00,2024-09-10T17:40:00,89,MATERIAL_JAM,MEDIUM,EVENING,Taylor
1494,M24,L2,2024-06-28T09:48:00,2024-06-28T10:21:00,33,SENSOR_FAULT,LOW,MORNING,Jordan
1495,M24,L2,2024-03-12T01:29:00,2024-03-12T02:02:00,33,MECH_FAILURE,HIGH,NIGHT,Riley
1496,M24,L2,2024-02-02T09:59:00,2024-02-02T10:20:00,21,MECH_FAILURE,MEDIUM,MORNING,Taylor
1497,M24,L2,2024-03-04T23:28:00,2024-03-05T00:04:00,36,MATERIAL_JAM,HIGH,NIGHT,Taylor
1498,M24,L2,2024-05-03T09:19:00,2024-05-03T09:54:00,35,SENSOR_FAULT,HIGH,MORNING,Riley
1499,M24,L2,2024-04-18T15:55:00,2024-04-18T16:37:00,42,MATERIAL_JAM,MEDIUM,EVENING,Riley
1500,M24,L2,2024-06-29T09:37:00,2024-06-29T10:14:00,37,MATERIAL_JAM,MEDIUM,MORNING,Morgan
1501,M24,L2,2024-08-23T17:34:00,2024-08-23T18:14:00,40,MECH_FAILURE,MEDIUM,EVENING,Morgan
1502,M24,L2,2024-09-25T08:01:00,2024-09-25T08:14:00,13,SENSOR_FAULT,HIGH,MORNING,Riley
1503,M24,L2,2024-08-11T01:13:00,2024-08-11T01:18:00,5,MECH_FAILURE,HIGH,NIGHT,Morgan
1504,M24,L2,2024-07-03T16:50:00,2024-07-03T16:55:00,5,SENSOR_FAULT,MEDIUM,EVENING,Jordan
1505,M24,L2,2024-05-21T15:28:00,2024-05-21T17:07:00,99,MECH_FAILURE,HIGH,EVENING,Alex
1506,M24,L2,2024-07-19T01:26:00,2024-07-19T01:57:00,31,MECH_FAILURE,MEDIUM,NIGHT,Morgan
1507,M24,L2,2024-09-04T15:30:00,2024-09-04T16:20:00,50,SENSOR_FAULT,LOW,EVENING,Riley
1508,M24,L2,2024-05-08T07:44:00,2024-05-08T08:53:00,69,SENSOR_FAULT,MEDIUM,MORNING,Taylor
1509,M24,L2,2024-07-24T08:24:00,2024-07-24T08:55:00,31,MATERIAL_JAM,HIGH,MORNING,Taylor
1510,M24,L2,2024-04-20T00:50:00,2024-04-20T01:09:00,19,MECH_FAILURE,MEDIUM,NIGHT,Jordan
1511,M24,L2,2024-04-10T07:58:00,2024-04-10T09:06:00,68,SENSOR_FAULT,LOW,MORNING,Jordan
1512,M24,L2,2024-05-13T14:08:00,2024-05-13T14:49:00,41,MATERIAL_JAM,HIGH,EVENING,Alex
1513,M24,L2,2024-12-24T22:54:00,2024-12-24T23:53:00,59,MECH_FAILURE,MEDIUM,NIGHT,Sam
1514,M24,L2,2024-08-06T15:05:00,2024-08-06T15:10:00,5,MECH_FAILURE,LOW,EVENING,Jordan
1515,M24,L2,2024-01-25T23:13:00,2024-01-25T23:59:00,46,SENSOR_FAULT,MEDIUM,NIGHT,Taylor
1516,M24,L2,2024-02-10T22:47:00,2024-02-10T23:12:00,25,CHANGEOVER_ISSUE,LOW,NIGHT,Sam
1517,M24,L2,2024-07-23T01:47:00,2024-07-23T01:55:00,8,MECH_FAILURE,LOW,NIGHT,Sam
1518,M24,L2,2024-11-14T08:32:00,2024-11-14T08:56:00,24,SENSOR_FAULT,HIGH,MORNING,Sam
1519,M24,L2,2024-10-06T15:46:00,2024-10-06T16:29:00,43,CHANGEOVER_ISSUE,LOW,EVENING,Riley
1520,M24,L2,2024-03-07T14:26:00,2024-03-07T14:59:00,33,MATERIAL_JAM,LOW,EVENING,Sam
1521,M24,L2,2024-02-03T08:29:00,2024-02-03T09:24:00,55,MATERIAL_JAM,LOW,MORNING,Alex
1522,M24,L2,2024-03-13T09:51:00,2024-03-13T10:41:00,50,MATERIAL_JAM,LOW,MORNING,Alex
1523,M24,L2,2024-01-30T15:44:00,2024-01-30T16:17:00,33,MATERIAL_JAM,MEDIUM,EVENING,Jordan
1524,M24,L2,2024-07-05T01:35:00,2024-07-05T01:53:00,18,MECH_FAILURE,MEDIUM,NIGHT,Jordan
1525,M24,L2,2024-02-09T01:29:00,2024-02-09T02:03:00,34,MATERIAL_JAM,HIGH,NIGHT,Morgan
1526,M24,L2,2024-04-04T16:09:00,2024-04-04T16:35:00,26,MATERIAL_JAM,LOW,EVENING,Sam
1527,M24,L2,2024-05-06T17:23:00,2024-05-06T18:17:00,54,MECH_FAILURE,LOW,EVENING,Sam
1528,M24,L2,2024-10-25T07:42:00,2024-10-25T09:07:00,85,MATERIAL_JAM,HIGH,MORNING,Alex
1529,M24,L2,2024-02-20T15:33:00,2024-02-20T16:38:00,65,MATERIAL_JAM,LOW,EVENING,Riley
1530,M24,L2,2024-07-13T08:00:00,2024-07-13T09:09:00,69,MECH_FAILURE,LOW,MORNING,Morgan
1531,M24,L2,2024-09-19T08:58:00,2024-09-19T09:09:00,11,SENSOR_FAULT,LOW,MORNING,Jordan
1532,M24,L2,2024-06-27T07:20:00,2024-06-27T07:40:00,20,MATERIAL_JAM,MEDIUM,MORNING,Riley
1533,M24,L2,2024-01-04T08:50:00,2024-01-04T08:56:00,6,MECH_FAILURE,LOW,MORNING,Taylor
1534,M24,L2,2024-12-11T17:43:00,2024-12-11T18:09:00,26,MECH_FAILURE,LOW,EVENING,Jordan
1535,M24,L2,2024-06-19T14:56:00,2024-06-19T16:04:00,68,MECH_FAILURE,MEDIUM,EVENING,Taylor
1536,M24,L2,2024-09-24T22:01:00,2024-09-24T22:06:00,5,MATERIAL_JAM,LOW,NIGHT,Sam
1537,M24,L2,2024-06-12T09:17:00,2024-06-12T10:41:00,84,MECH_FAILURE,MEDIUM,MORNING,Taylor
1538,M24,L2,2024-12-27T09:59:00,2024-12-27T10:04:00,5,CHANGEOVER_ISSUE,LOW,MORNING,Morgan
1539,M24,L2,2024-09-08T23:19:00,2024-09-08T23:59:00,40,MATERIAL_JAM,LOW,NIGHT,Taylor
1540,M24,L2,2024-06-25T09:53:00,2024-06-25T10:01:00,8,SENSOR_FAULT,MEDIUM,MORNING,Alex
1541,M24,L2,2024-06-03T09:01:00,2024-06-03T10:03:00,62,MECH_FAILURE,LOW,MORNING,Morgan
1542,M25,L2,2024-05-18T07:47:00,2024-05-18T08:27:00,40,MECH_FAILURE,HIGH,MORNING,Riley
1543,M25,L2,2024-09-10T07:22:00,2024-09-10T08:29:00,67,CHANGEOVER_ISSUE,HIGH,MORNING,Morgan
1544,M25,L2,2024-09-13T07:57:00,2024-09-13T08:56:00,59,MECH_FAILURE,LOW,MORNING,Sam
1545,M25,L2,2024-01-18T06:36:00,2024-01-18T07:00:00,24,MECH_FAILURE,HIGH,MORNING,Riley
1546,M25,L2,2024-05-21T01:10:00,2024-05-21T02:12:00,62,MECH_FAILURE,HIGH,NIGHT,Sam
1547,M25,L2,2024-01-07T08:00:00,2024-01-07T08:38:00,38,MECH_FAILURE,LOW,MORNING,Jordan
1548,M25,L2,2024-08-24T17:55:00,2024-08-24T19:09:00,74,MATERIAL_JAM,LOW,EVENING,Taylor
1549,M25,L2,2024-04-11T15:20:00,2024-04-11T16:01:00,41,MECH_FAILURE,LOW,EVENING,Riley
1550,M25,L2,2024-04-12T15:06:00,2024-04-12T15:11:00,5,MATERIAL_JAM,MEDIUM,EVENING,Riley
1551,M25,L2,2024-04-02T15:19:00,2024-04-02T15:53:00,34,SENSOR_FAULT,LOW,EVENING,Riley
1552,M25,L2,2024-04-15T22:09:00,2024-04-15T23:06:00,57,MECH_FAILURE,MEDIUM,NIGHT,Taylor
1553,M25,L2,2024-09-24T15:19:00,2024-09-24T15:53:00,34,MECH_FAILURE,LOW,EVENING,Riley
1554,M25,L2,2024-04-21T23:25:00,2024-04-22T00:00:00,35,MECH_FAILURE,LOW,NIGHT,Taylor
1555,M25,L2,2024-11-28T09:36:00,2024-11-28T10:40:00,64,MATERIAL_JAM,LOW,MORNING,Sam
1556,M25,L2,2024-08-30T16:44:00,2024-08-30T17:23:00,39,MECH_FAILURE,MEDIUM,EVENING,Sam
1557,M25,L2,2024-02-18T00:05:00,2024-02-18T01:14:00,69,SENSOR_FAULT,LOW,NIGHT,Sam
1558,M25,L2,2024-10-14T08:46:00,2024-10-14T09:47:00,61,MATERIAL_JAM,LOW,MORNING,Riley
1559,M25,L2,2024-01-14T08:33:00,2024-01-14T09:17:00,44,MATERIAL_JAM,LOW,MORNING,Riley
1560,M25,L2,2024-12-19T08:51:00,2024-12-19T09:43:00,52,MATERIAL_JAM,HIGH,MORNING,Taylor
